,X,Time,ICS,ICC,ICE,PAGO,PEXP,BUS12,BUS5,DUR
1467,1467,5/1/2012,67.1295,77.688,60.344,11.84167678,12.58178158,12.58178158,10.36146718,17.76251517
1468,1468,5/2/2012,79.71,83.364,77.361,11.84167678,16.28230557,15.54220078,14.06199118,19.98282957
1469,1469,5/3/2012,93.985,99.31357143,90.55785714,10.5729257,21.1458514,16.91668112,15.85938855,27.48960681
1470,1470,5/7/2012,92.2925,111.7485,79.792,17.02241037,18.50261997,14.80209598,14.06199118,25.90366796
1471,1471,5/4/2012,82.24263158,107.5657895,65.97368421,14.02303829,13.24398061,12.46492293,13.24398061,27.2670189
1472,1472,5/5/2012,66.43294118,71.00941176,63.49,12.18996139,15.6728075,9.577826809,12.18996139,14.80209598
1473,1473,5/6/2012,63.182,77.68733333,53.86133333,11.84167678,16.77570877,4.934031992,9.868063985,17.76251517
1474,1474,5/8/2012,73.31863636,84.56954545,66.09,11.43798325,12.1108058,13.45645089,13.45645089,20.85749888
1475,1475,5/9/2012,78.28807692,79.14346154,77.735,13.09416183,18.78727566,13.66347321,13.66347321,17.07934151
1476,1476,5/10/2012,90.81235294,79.91470588,97.81,11.31924986,20.02636515,20.02636515,18.28494209,19.15565362
1477,1477,5/11/2012,56.97857143,83.09571429,40.20142857,10.5729257,14.80209598,0,8.458340558,21.1458514
1478,1478,5/12/2012,83.41333333,90.30333333,78.98166667,16.03560397,16.03560397,16.03560397,14.80209598,18.50261997
1479,1479,5/13/2012,80.23857143,83.09571429,78.40285714,14.80209598,16.91668112,14.80209598,14.80209598,16.91668112
1480,1480,5/14/2012,82.6705,83.3645,82.223,14.06199118,15.54220078,16.28230557,17.02241037,17.76251517
1481,1481,5/15/2012,83.98153846,98.06461538,74.93,19.35658705,17.07934151,15.94071874,11.38622767,18.21796428
1482,1482,5/16/2012,77.655,92.40666667,68.17722222,15.62443464,17.26911197,11.51274132,11.51274132,19.73612797
1483,1483,5/17/2012,97.64538462,112.6230769,88.02,18.21796428,17.07934151,18.21796428,17.07934151,25.04970088
1484,1484,5/18/2012,78.9705,77.688,79.792,14.06199118,16.28230557,16.28230557,14.80209598,15.54220078
1485,1485,5/19/2012,87.851,104.18,77.361,16.28230557,14.80209598,13.32188638,17.76251517,23.68335356
1486,1486,5/20/2012,82.10470588,84.36764706,80.65,15.6728075,20.02636515,12.18996139,15.6728075,16.54351903
1487,1487,5/21/2012,77.86,83.99541667,73.91708333,15.41884998,16.03560397,11.10157198,16.65235797,16.65235797
1488,1488,5/22/2012,79.37363636,88.01,73.825,16.82056361,16.82056361,10.76516071,16.14774107,16.82056361
1489,1489,5/23/2012,94.22846154,92.24461538,95.5,12.52485044,19.35658705,19.35658705,18.21796428,22.77245535
1490,1490,5/24/2012,72.72111111,94.50888889,58.72333333,13.15741865,13.15741865,11.51274132,9.868063985,23.02548263
1491,1491,5/25/2012,76.01035714,81.7425,72.32535714,12.15886455,12.15886455,12.68751084,17.97397369,19.03126626
1492,1492,5/26/2012,69.57521739,76.04347826,65.4173913,10.29711024,14.80209598,12.22781842,11.58424903,18.66351232
1493,1493,5/27/2012,69.28272727,72.52772727,67.195,9.419515622,16.82056361,12.1108058,10.76516071,18.1662087
1494,1494,5/29/2012,82.58861111,93.45694444,75.60527778,14.80209598,16.44677331,14.39092664,13.97975731,20.96963597
1495,1495,5/30/2012,82.1362069,93.34827586,74.93,13.27084467,15.31251308,13.78126177,15.31251308,22.45835252
1496,1496,5/31/2012,78.97,77.688,79.792,10.36146718,14.80209598,15.54220078,17.02241037,19.24272477
1497,1497,6/1/2012,69.91588235,88.81764706,57.77,14.80209598,13.06067292,9.577826809,11.31924986,19.15565362
1498,1498,6/2/2012,68.608125,72.958125,65.81375,10.17644098,19.42775097,9.251309985,10.17644098,17.57748897
1499,1499,6/3/2012,76.01157895,87.64736842,68.53263158,13.24398061,17.91832671,10.90680756,11.68586524,20.25549976
1500,1500,6/4/2012,63.54578947,69.72052632,59.57631579,11.68586524,14.80209598,10.90680756,9.348692196,14.80209598
1501,1501,6/5/2012,73.235,87.15,64.294375,13.87696498,12.95183398,11.10157198,13.87696498,19.42775097
1502,1502,6/6/2012,70.78588235,75.46176471,67.78,15.6728075,15.6728075,12.18996139,12.18996139,13.06067292
1503,1503,6/7/2012,50.10625,63.49625,41.50375,11.10157198,14.80209598,3.700523994,5.550785991,12.95183398
1504,1504,6/8/2012,74.36666667,94.50777778,61.42444444,9.868063985,13.15741865,11.51274132,11.51274132,26.31483729
1505,1505,6/9/2012,70.45875,72.9575,68.8525,11.10157198,16.65235797,9.251309985,14.80209598,16.65235797
1506,1506,6/10/2012,78.97,70.119,84.654,16.28230557,19.24272477,16.28230557,14.80209598,10.36146718
1507,1507,6/11/2012,69.8425,65.07333333,72.90416667,11.10157198,17.26911197,13.56858798,12.33507998,13.56858798
1508,1508,6/12/2012,92.45666667,94.50666667,91.13666667,16.44677331,18.09145064,14.80209598,21.3808053,19.73612797
1509,1509,6/13/2012,67.13,70.119,65.206,13.32188638,22.20314397,10.36146718,5.920838391,13.32188638
1510,1510,6/14/2012,51.34166667,71.38166667,38.465,4.934031992,12.33507998,4.934031992,4.934031992,22.20314397
1511,1511,6/15/2012,81.56,101.34125,68.8525,18.50261997,16.65235797,11.10157198,12.95183398,20.35288197
1512,1512,6/16/2012,52.74857143,45.25,57.56571429,8.458340558,14.80209598,14.80209598,4.229170279,8.458340558
1513,1513,6/17/2012,88.69714286,88.5,88.82142857,19.03126626,21.1458514,16.91668112,14.80209598,14.80209598
1514,1514,6/18/2012,59.09285714,42.54642857,69.72071429,4.229170279,12.68751084,12.68751084,15.85938855,11.63021827
1515,1515,6/19/2012,68.11533333,87.78,55.482,11.84167678,14.80209598,7.894451188,9.868063985,21.70974077
1516,1516,6/20/2012,61.20625,72.95625,53.65875,12.95183398,16.65235797,7.401047988,7.401047988,14.80209598
1517,1517,6/21/2012,73.54333333,90.305,62.775,9.868063985,19.73612797,7.401047988,9.868063985,24.67015996
1518,1518,6/22/2012,66.90153846,89.33307692,52.49,11.38622767,17.07934151,7.970359372,5.693113837,22.77245535
1519,1519,6/23/2012,64.90833333,83.99583333,52.64583333,9.868063985,16.03560397,8.634555986,6.16753999,22.20314397
1520,1520,6/24/2012,95.74583333,83.99583333,103.2916667,14.80209598,20.96963597,19.73612797,20.96963597,17.26911197
1521,1521,6/25/2012,71.33684211,77.68894737,67.25315789,11.68586524,17.91832671,11.68586524,10.12774988,17.91832671
1522,1522,6/26/2012,65.91863636,69.08818182,63.88,11.43798325,15.47491852,12.1108058,10.09233817,14.80209598
1523,1523,6/27/2012,74.36555556,81.89333333,69.52777778,16.44677331,19.73612797,9.868063985,11.51274132,14.80209598
1524,1524,6/28/2012,74.42392857,79.04035714,71.45714286,10.5729257,16.91668112,11.10157198,14.27344969,19.55991254
1525,1525,6/29/2012,74.8252,82.2304,70.068,10.6575091,16.57834749,14.80209598,10.06542526,20.72293437
1526,1526,6/30/2012,70.37047619,86.69857143,59.88095238,11.98264912,15.50695769,13.39237255,6.343755419,21.1458514
1527,1527,7/1/2012,68.35413793,82.90793103,59.00275862,12.76042757,12.25001046,12.76042757,9.69792495,18.8854328
1528,1528,7/2/2012,75.33636364,89.73,66.09,11.43798325,13.45645089,10.76516071,14.80209598,22.87596651
1529,1529,7/3/2012,63.5768,74.6608,56.4544,11.84167678,13.6179283,11.24959294,8.289173747,16.57834749
1530,1530,7/5/2012,73.31909091,91.45045455,61.67,11.43798325,16.82056361,6.728225444,12.78362834,23.54878905
1531,1531,7/6/2012,54.86357143,64.17285714,48.88357143,8.458340558,13.74480341,9.515633128,5.286462849,15.85938855
1532,1532,7/7/2012,63.67333333,71.38055556,58.72333333,9.045725319,10.69040265,11.51274132,12.33507998,18.09145064
1533,1533,7/8/2012,79.42692308,92.24384615,71.19,13.66347321,14.80209598,15.94071874,11.38622767,21.63383258
1534,1534,7/9/2012,87.72791667,99.765,79.99458333,15.41884998,16.03560397,14.18534198,17.26911197,22.81989796
1535,1535,7/10/2012,75.33772727,81.12909091,71.615,13.45645089,18.1662087,9.419515622,14.80209598,17.49338615
1536,1536,7/11/2012,77.94086957,89.20652174,70.70217391,16.08923476,18.66351232,10.29711024,12.87138781,18.01994293
1537,1537,7/12/2012,83.904,90.304,79.792,14.80209598,17.76251517,13.81528958,15.78890238,19.73612797
1538,1538,7/13/2012,60.14928571,69.57928571,54.09285714,4.229170279,9.515633128,9.515633128,12.68751084,22.20314397
1539,1539,7/14/2012,50.63428571,39.84428571,57.56571429,6.343755419,14.80209598,6.343755419,12.68751084,8.458340558
1540,1540,7/15/2012,90.81111111,90.30444444,91.13666667,16.44677331,16.44677331,19.73612797,18.09145064,18.09145064
1541,1541,7/16/2012,57.26066667,67.59666667,50.62,13.81528958,17.76251517,5.920838391,5.920838391,11.84167678
1542,1542,7/17/2012,88.69857143,107.4235714,76.66642857,16.91668112,19.03126626,11.63021827,14.80209598,24.3177291
1543,1543,7/18/2012,65.91818182,88.00954545,51.725,14.80209598,18.1662087,6.0554029,6.0554029,18.83903124
1544,1544,7/19/2012,81.93066667,90.30466667,76.55066667,20.72293437,18.74932157,10.85487038,15.78890238,13.81528958
1545,1545,7/20/2012,76.01,91.45,66.09,13.45645089,18.83903124,5.382580355,14.80209598,21.53032142
1546,1546,7/21/2012,78.47666667,80.84333333,76.95583333,11.10157198,17.26911197,13.56858798,14.80209598,19.73612797
1547,1547,7/22/2012,84.23388889,81.89444444,85.73444444,13.15741865,19.73612797,14.80209598,16.44677331,18.09145064
1548,1548,7/23/2012,63.18066667,66.33566667,61.15433333,7.894451188,14.80209598,11.84167678,9.374660785,17.26911197
1549,1549,7/24/2012,72.13357143,86.69904762,62.775,12.33507998,15.85938855,12.68751084,8.458340558,20.79342054
1550,1550,7/26/2012,59.35666667,87.14916667,41.50375,13.56858798,11.71832598,4.934031992,7.401047988,19.73612797
1551,1551,7/27/2012,78.47625,93.45666667,68.8525,10.48481798,12.95183398,9.868063985,17.88586597,25.28691396
1552,1552,7/28/2012,77.1936,89.798,69.0956,13.02584446,16.57834749,11.84167678,12.43376062,21.31501821
1553,1553,7/29/2012,62.55318182,74.24772727,55.04,9.419515622,12.78362834,11.43798325,8.073870533,18.83903124
1554,1554,7/30/2012,76.79,97.60684211,63.41473684,10.90680756,14.02303829,10.90680756,12.46492293,26.48796122
1555,1555,7/31/2012,74.07956522,84.27,67.53130435,12.22781842,18.66351232,10.29711024,10.94067964,19.9506511
1556,1556,8/1/2012,67.8685,75.796,62.775,9.621362385,14.06199118,9.621362385,13.32188638,19.24272477
1557,1557,8/2/2012,69.04470588,82.14058824,60.63,14.80209598,13.93138445,13.93138445,7.836403752,16.54351903
1558,1558,8/3/2012,69.66571429,93.90809524,54.09285714,11.98264912,11.98264912,10.5729257,9.163202271,23.96529825
1559,1559,8/4/2012,78.96933333,87.78,73.30933333,13.81528958,16.77570877,15.78890238,10.85487038,19.73612797
1560,1560,8/9/2012,81.39272727,81.12909091,81.56,12.1108058,18.83903124,16.14774107,13.45645089,18.83903124
1561,1561,8/5/2012,65.833125,84.784375,53.65875,14.80209598,16.65235797,6.47591699,8.326178987,17.57748897
1562,1562,8/6/2012,92.661875,117.899375,76.449375,18.50261997,17.57748897,11.10157198,16.65235797,26.82879896
1563,1563,8/7/2012,83.409375,87.149375,81.0075,13.87696498,19.42775097,14.80209598,13.87696498,19.42775097
1564,1564,8/8/2012,66.7575,77.6875,59.73625,12.02670298,14.80209598,10.17644098,10.17644098,17.57748897
1565,1565,8/10/2012,77.98533333,92.82666667,68.44733333,10.85487038,16.77570877,8.881257586,14.80209598,24.67015996
1566,1566,8/11/2012,81.56,82.4175,81.0075,16.65235797,18.50261997,16.65235797,12.95183398,14.80209598
1567,1567,8/12/2012,55.82545455,81.12818182,39.57,16.14774107,14.80209598,4.036935266,4.036935266,14.80209598
1568,1568,8/13/2012,85.42909091,105.2136364,72.72,13.45645089,20.18467633,10.76516071,12.1108058,26.91290178
1569,1569,8/14/2012,88.12090909,101.7718182,79.35,16.14774107,16.14774107,14.80209598,16.14774107,22.87596651
1570,1570,8/15/2012,64.62384615,80.59923077,54.36,15.94071874,14.80209598,7.970359372,9.10898214,14.80209598
1571,1571,8/20/2012,71.07555556,81.89222222,64.12555556,11.51274132,16.44677331,9.868063985,11.51274132,19.73612797
1572,1572,8/16/2012,76.996,95.35,65.206,16.77570877,16.77570877,10.85487038,10.85487038,19.73612797
1573,1573,8/17/2012,69.66571429,66.87571429,71.45714286,8.458340558,14.80209598,12.68751084,14.80209598,16.91668112
1574,1574,8/18/2012,55.287,77.689,40.896,17.76251517,11.84167678,7.401047988,4.440628793,11.84167678
1575,1575,8/19/2012,80.451,92.827,72.499,13.32188638,19.24272477,10.36146718,13.32188638,22.20314397
1576,1576,8/21/2012,69.17923077,92.24461538,54.36,13.66347321,14.80209598,7.970359372,9.10898214,21.63383258
1577,1577,8/22/2012,66.14083333,80.8425,56.6975,16.03560397,18.50261997,7.401047988,7.401047988,14.80209598
1578,1578,8/23/2012,77.49,77.688,77.361,13.32188638,19.24272477,10.36146718,16.28230557,16.28230557
1579,1579,8/24/2012,56.27444444,73.48333333,45.21777778,9.868063985,14.80209598,9.868063985,1.644677331,18.09145064
1580,1580,8/25/2012,82.73818182,105.2127273,68.3,16.14774107,14.80209598,12.1108058,13.45645089,24.2216116
1581,1581,8/26/2012,71.97363636,91.45090909,59.46,12.1108058,17.49338615,9.419515622,8.073870533,22.87596651
1582,1582,8/27/2012,83.41083333,104.4958333,69.86541667,17.26911197,15.41884998,11.10157198,14.80209598,22.81989796
1583,1583,8/28/2012,89.82533333,102.9193333,81.41266667,17.76251517,16.77570877,14.80209598,16.77570877,21.70974077
1584,1584,8/30/2012,84.08454545,98.33,74.93,13.45645089,16.14774107,13.45645089,14.80209598,24.2216116
1585,1585,8/31/2012,84.46857143,93.90809524,78.40285714,13.39237255,14.09723426,14.80209598,17.62154283,22.55557482
1586,1586,9/1/2012,76.88058824,79.91411765,74.93,13.06067292,19.15565362,13.06067292,12.18996139,17.41423056
1587,1587,9/2/2012,64.9095,68.2265,62.775,10.36146718,14.06199118,11.10157198,11.84167678,15.54220078
1588,1588,9/4/2012,76.96451613,89.89709677,68.65645161,13.36963508,17.18953081,10.02722631,13.36963508,21.00942655
1589,1589,9/5/2012,103.3365385,105.3442308,102.045,15.94071874,21.0645212,20.49520981,19.35658705,24.4803895
1590,1590,9/6/2012,82.5232,92.8264,75.9024,14.21001214,14.80209598,14.80209598,15.39417982,21.31501821
1591,1591,9/10/2012,76.00966667,89.041,67.637,15.78890238,15.78890238,11.34827358,12.82848318,18.25591837
1592,1592,9/7/2012,83.84647059,93.27176471,77.79,13.93138445,15.6728075,13.93138445,16.54351903,21.7677882
1593,1593,9/8/2012,59.56333333,73.48333333,50.62,13.15741865,11.51274132,11.51274132,6.578709323,14.80209598
1594,1594,9/9/2012,69.04470588,91.04411765,54.91,15.6728075,15.6728075,6.965692224,9.577826809,19.15565362
1595,1595,9/11/2012,81.3388,83.7432,79.792,13.6179283,17.17043133,15.98626365,14.21001214,18.35459901
1596,1596,9/12/2012,50.63428571,53.36,48.88357143,7.401047988,14.80209598,6.343755419,7.401047988,12.68751084
1597,1597,9/13/2012,71.07666667,77.68888889,66.82666667,9.868063985,16.44677331,8.223386654,14.80209598,19.73612797
1598,1598,9/14/2012,83.05904762,88.50095238,79.56047619,11.27778741,16.2118194,16.2118194,14.80209598,22.55557482
1599,1599,9/15/2012,61.20909091,70.80636364,55.04,12.1108058,12.1108058,9.419515622,10.76516071,14.80209598
1600,1600,9/16/2012,83.84647059,97.72470588,74.93,18.28494209,15.6728075,13.93138445,14.80209598,19.15565362
1601,1601,9/17/2012,72.79391304,89.20695652,62.24652174,15.44566537,15.44566537,9.653540854,11.58424903,18.66351232
1602,1602,9/18/2012,69.104,90.30266667,55.482,13.81528958,16.77570877,4.934031992,10.85487038,20.72293437
1603,1603,9/19/2012,100.0625,87.15125,108.35625,11.10157198,27.75392996,16.65235797,20.35288197,22.20314397
1604,1604,9/20/2012,82.24210526,81.67210526,82.60684211,14.02303829,19.47644207,16.36021134,13.24398061,17.13926903
1605,1605,9/21/2012,82.17708333,83.99625,81.0075,12.33507998,16.65235797,17.88586597,13.56858798,19.73612797
1606,1606,9/22/2012,72.83857143,88.50142857,62.775,14.80209598,17.97397369,10.5729257,8.458340558,19.03126626
1607,1607,9/23/2012,83.84647059,95.49705882,76.36,15.6728075,17.41423056,13.06067292,14.80209598,20.89707667
1608,1608,9/24/2012,72.17296296,80.49185185,66.82666667,9.868063985,15.89854753,10.41628976,13.15741865,20.83257952
1609,1609,9/25/2012,76.36285714,74.08404762,77.82404762,9.868063985,16.56425026,13.74480341,15.85938855,18.32640454
1610,1610,9/26/2012,150.02,153.38,147.86,29.60419195,29.60419195,29.60419195,29.60419195,29.60419195
1611,1611,9/27/2012,96.56777778,107.1227778,89.78611111,16.44677331,18.09145064,20.55846663,14.80209598,24.67015996
1612,1612,9/30/2012,80.36352941,92.15823529,72.785,13.93138445,15.6728075,13.06067292,14.36674021,21.33243244
1613,1613,9/28/2012,72.309,70.1195,73.7145,12.58178158,14.80209598,9.621362385,19.24272477,14.06199118
1614,1614,9/29/2012,82.79458333,88.72666667,78.98166667,16.65235797,18.50261997,14.18534198,14.18534198,17.26911197
1615,1615,10/1/2012,80.0469697,83.42151515,77.87666667,15.6991927,17.04483779,13.45645089,15.6991927,16.14774107
1616,1616,10/2/2012,74.77666667,86.09861111,67.50194444,11.51274132,15.21326531,13.15741865,11.51274132,21.3808053
1617,1617,10/3/2012,86.95043478,90.85173913,84.4426087,16.73280415,17.37637354,17.37637354,15.44566537,18.01994293
1618,1618,10/4/2012,81.46421053,97.60578947,71.09157895,13.24398061,16.36021134,10.12774988,15.58115366,24.15078817
1619,1619,10/5/2012,82.58888889,77.68814815,85.73444444,12.60919287,18.63967642,15.89854753,16.44677331,16.99499908
1620,1620,10/6/2012,96.732,96.61,96.809,16.28230557,19.24272477,14.80209598,23.68335356,20.72293437
1621,1621,10/7/2012,76.935,75.321875,77.96875,14.80209598,17.57748897,13.87696498,14.80209598,13.87696498
1622,1622,10/8/2012,86.21965517,106.397931,73.25344828,18.8854328,15.82293018,12.76042757,14.80209598,21.94793541
1623,1623,10/9/2012,70.6808,70.1196,71.0404,11.24959294,15.39417982,13.6179283,13.02584446,15.39417982
1624,1624,10/10/2012,79.87217391,90.85173913,72.81608696,12.87138781,18.01994293,11.58424903,13.5149572,21.88135927
1625,1625,10/11/2012,89.46727273,77.68727273,97.03,16.14774107,21.53032142,13.45645089,22.87596651,13.45645089
1626,1626,10/12/2012,79.71083333,106.0725,62.775,18.50261997,13.56858798,13.56858798,9.868063985,22.20314397
1627,1627,10/13/2012,67.13,70.118,65.206,11.84167678,20.72293437,11.84167678,5.920838391,14.80209598
1628,1628,10/14/2012,87.1125,96.61166667,81.0075,17.26911197,17.26911197,16.03560397,14.80209598,19.73612797
1629,1629,10/15/2012,96.19454545,91.45,99.24,17.49338615,18.83903124,18.83903124,21.53032142,17.49338615
1630,1630,10/16/2012,71.78,99.31428571,54.09285714,12.68751084,12.68751084,10.5729257,8.458340558,25.37502167
1631,1631,10/17/2012,105.613,104.181,106.533,19.24272477,22.20314397,22.20314397,19.24272477,20.72293437
1632,1632,10/18/2012,66.14111111,69.27888889,64.12555556,14.80209598,18.09145064,9.868063985,9.868063985,11.51274132
1633,1633,10/19/2012,90.813,111.75,77.361,19.24272477,14.80209598,14.80209598,16.28230557,23.68335356
1634,1634,10/20/2012,71.384375,77.68875,67.333125,11.10157198,15.72722698,12.02670298,12.02670298,18.50261997
1635,1635,10/21/2012,89.755,96.61071429,85.34857143,14.80209598,17.97397369,15.85938855,16.91668112,22.20314397
1636,1636,10/22/2012,71.07592593,63.67185185,75.83037037,11.51274132,18.09145064,10.96451554,15.89854753,12.60919287
1637,1637,10/23/2012,85.56,97.22225806,78.06677419,14.32460901,17.66701778,13.36963508,15.27958294,22.91937442
1638,1638,10/25/2012,70.725,83.09464286,62.775,10.5729257,13.74480341,11.63021827,11.63021827,21.1458514
1639,1639,10/26/2012,86.5825,84.44714286,87.95321429,12.68751084,14.27344969,18.50261997,19.55991254,19.55991254
1640,1640,10/27/2012,97.2473913,99.07869565,96.06913043,15.44566537,18.01994293,18.01994293,21.23778988,22.52492866
1641,1641,10/28/2012,90.81190476,117.3371429,73.77238095,19.73612797,14.80209598,16.2118194,12.68751084,25.37502167
1642,1642,10/29/2012,74.87153846,84.96653846,68.385,15.94071874,16.51003013,12.52485044,11.38622767,16.51003013
1643,1643,10/30/2012,81.29571429,91.20428571,74.93,11.10157198,17.97397369,12.68751084,13.74480341,23.78908282
1644,1644,10/31/2012,81.70384615,86.42153846,78.67,14.80209598,15.94071874,17.07934151,13.66347321,18.21796428
1645,1645,11/1/2012,96.361875,101.341875,93.1625,13.87696498,18.50261997,16.65235797,20.35288197,24.97853696
1646,1646,11/2/2012,80.36352941,73.23529412,84.94,13.06067292,16.54351903,16.54351903,17.41423056,14.80209598
1647,1647,11/3/2012,71.5695,77.6885,67.637,11.84167678,17.76251517,11.84167678,10.36146718,17.76251517
1648,1648,11/4/2012,86.10227273,91.45,82.665,19.51185379,18.1662087,14.80209598,16.14774107,15.47491852
1649,1649,11/5/2012,89.71518519,84.69703704,92.93740741,13.15741865,18.63967642,16.44677331,20.28435375,19.18790219
1650,1650,11/6/2012,90.81111111,86.09666667,93.83777778,16.44677331,21.3808053,19.73612797,14.80209598,16.44677331
1651,1651,11/7/2012,96.734,105.442,91.13666667,17.76251517,17.76251517,18.74932157,17.76251517,22.69654716
1652,1652,11/8/2012,73.73230769,57.31,84.28,7.970359372,15.94071874,17.07934151,17.07934151,13.66347321
1653,1653,11/9/2012,80.94416667,99.76416667,68.8525,17.26911197,14.80209598,13.56858798,12.33507998,20.96963597
1654,1654,11/10/2012,50.1075,58.7675,44.5425,11.10157198,11.10157198,7.401047988,7.401047988,11.10157198
1655,1655,11/11/2012,57.51,77.6875,44.5425,14.80209598,7.401047988,11.10157198,7.401047988,14.80209598
1656,1656,11/12/2012,64.16866667,60.02733333,66.82666667,8.881257586,15.78890238,11.84167678,11.84167678,13.81528958
1657,1657,11/13/2012,50.848,73.904,36.034,5.920838391,13.32188638,1.480209598,5.920838391,22.20314397
1658,1658,11/14/2012,75.18833333,83.99611111,69.52777778,13.97975731,18.09145064,9.868063985,13.15741865,18.09145064
1659,1659,11/15/2012,98.21346154,96.61115385,99.24,15.37140736,20.49520981,21.0645212,17.6486529,21.63383258
1660,1660,11/16/2012,73.049,77.6885,70.068,13.32188638,18.50261997,9.621362385,13.32188638,16.28230557
1661,1661,11/17/2012,100.187,110.4876667,93.56766667,19.73612797,17.76251517,19.24272477,18.74932157,22.69654716
1662,1662,11/18/2012,83.15689655,102.4837931,70.73862069,14.80209598,17.86459859,11.73959336,12.25001046,24.50002093
1663,1663,11/19/2012,69.43111111,86.09851852,58.72333333,14.80209598,16.44677331,9.319838208,8.771612431,18.09145064
1664,1664,11/24/2012,79.62,97.07170732,68.40780488,15.88517617,16.2462029,11.19182867,12.99696232,21.30057714
1665,1665,11/25/2012,72.064,78.94933333,67.637,11.34827358,15.29549918,13.32188638,11.34827358,18.74932157
1666,1666,11/26/2012,77.49066667,97.87166667,64.39566667,13.32188638,13.81528958,11.34827358,12.82848318,24.17675676
1667,1667,11/27/2012,84.23305556,94.50833333,77.63111111,15.21326531,15.21326531,14.39092664,16.44677331,20.96963597
1668,1668,11/28/2012,63.76068966,76.38310345,55.64965517,10.71875916,15.82293018,8.677090745,8.166673642,18.3750157
1669,1669,11/29/2012,71.69291667,90.30375,59.73625,11.10157198,12.95183398,10.48481798,11.71832598,23.43665196
1670,1670,11/30/2012,71.07666667,79.79055556,65.47611111,8.223386654,15.62443464,9.045725319,13.97975731,22.20314397
1671,1671,12/1/2012,84.1515,98.5035,74.93,17.02241037,15.54220078,14.80209598,14.06199118,20.72293437
1672,1672,12/2/2012,77.14846154,95.15461538,65.58,13.66347321,13.66347321,13.66347321,11.38622767,22.77245535
1673,1673,12/3/2012,62.5959375,82.4184375,49.8603125,15.26466148,12.48926848,8.788744486,7.863613488,16.18979247
1674,1674,12/4/2012,79.22869565,95.78826087,68.58826087,14.80209598,16.73280415,11.58424903,12.22781842,21.88135927
1675,1675,12/5/2012,81.23352941,97.72352941,70.64,13.93138445,13.93138445,13.06067292,14.80209598,23.50921126
1676,1676,12/6/2012,58.03714286,85.79785714,40.20142857,11.63021827,12.68751084,6.343755419,4.229170279,21.1458514
1677,1677,12/7/2012,86.25692308,89.33230769,84.28,12.52485044,12.52485044,18.21796428,19.35658705,21.63383258
1678,1678,12/8/2012,59.56277778,60.86833333,58.72333333,11.51274132,13.15741865,11.51274132,9.868063985,11.51274132
1679,1679,12/9/2012,80.945,102.9183333,66.82666667,9.868063985,17.26911197,9.868063985,12.33507998,29.60419195
1680,1680,12/10/2012,49.82076923,68.95461538,37.53,10.24760491,9.10898214,5.693113837,6.831736605,15.94071874
1681,1681,12/11/2012,76.99666667,87.78,70.068,14.80209598,16.77570877,13.81528958,10.85487038,18.74932157
1682,1682,12/12/2012,78.1252381,84.89714286,73.77238095,11.27778741,18.32640454,12.68751084,12.68751084,21.1458514
1683,1683,12/13/2012,73.8952381,97.51238095,58.72333333,17.62154283,17.62154283,7.753478845,9.163202271,19.73612797
1684,1684,12/14/2012,82.17916667,83.99666667,81.0075,12.33507998,17.26911197,18.50261997,12.33507998,19.73612797
1685,1685,12/15/2012,68.96095238,83.0947619,59.88095238,11.98264912,14.09723426,10.5729257,10.5729257,19.73612797
1686,1686,12/16/2012,74.365,96.61111111,60.07388889,16.44677331,15.62443464,8.223386654,11.51274132,20.55846663
1687,1687,12/17/2012,76.88,84.36588235,72.07,12.18996139,13.93138445,13.93138445,14.80209598,20.02636515
1688,1688,1/2/2013,66.70628571,82.014,56.87114286,11.84167678,14.80209598,10.15000867,8.458340558,19.45418328
1689,1689,1/3/2013,73.13194444,96.61027778,58.04805556,14.39092664,15.21326531,9.456894652,9.456894652,22.6143133
1690,1690,1/4/2013,65.6485,81.473,55.482,8.141152787,11.84167678,9.621362385,11.10157198,22.94324876
1691,1691,1/5/2013,84.02875,98.18791667,74.93,15.41884998,12.95183398,17.26911197,14.18534198,22.20314397
1692,1692,1/6/2013,67.33275862,73.77344828,63.19413793,8.677090745,13.27084467,11.73959336,12.25001046,19.3958499
1693,1693,1/7/2013,67.60810811,79.73432432,59.81837838,11.60164279,14.00198268,11.60164279,9.601359553,18.80266246
1694,1694,1/8/2013,69.37586207,81.60344828,61.51758621,13.78126177,14.29167887,10.71875916,11.22917626,17.35418149
1695,1695,1/9/2013,74.53033333,91.56433333,63.58533333,12.33507998,12.33507998,11.84167678,13.32188638,22.69654716
1696,1696,1/10/2013,95.74666667,113.0113333,84.654,19.73612797,21.70974077,13.81528958,14.80209598,23.68335356
1697,1697,1/11/2013,76.6024,77.6888,75.9024,8.881257586,17.76251517,12.43376062,14.80209598,20.72293437
1698,1698,1/12/2013,69.97925926,83.29555556,61.42444444,12.06096709,15.35032175,11.51274132,9.319838208,19.73612797
1699,1699,1/13/2013,61.20857143,80.39214286,48.88357143,7.401047988,8.458340558,10.5729257,9.515633128,23.26043653
1700,1700,1/14/2013,87.59434783,104.0156522,77.04391304,16.73280415,18.66351232,14.80209598,12.22781842,23.16849805
1701,1701,1/15/2013,77.06714286,74.98642857,78.40285714,13.74480341,20.08855883,11.63021827,14.80209598,14.80209598
1702,1702,1/16/2013,66.142,75.16533333,60.344,12.82848318,18.74932157,8.881257586,7.894451188,15.78890238
