,X,Time,ICS,ICC,ICE,PAGO,PEXP,BUS12,BUS5,DUR
781,781,4/23/2010,113.0166667,109.2266667,115.4466667,17.26911197,19.73612797,22.20314397,27.13717596,24.67015996
782,782,4/24/2010,97.15571429,93.90714286,99.24,12.68751084,21.1458514,21.1458514,16.91668112,23.26043653
783,783,4/25/2010,84.891,85.256,84.654,14.80209598,22.20314397,14.80209598,13.32188638,17.76251517
784,784,4/26/2010,86.866,94.08866667,82.223,12.82848318,16.77570877,15.29549918,16.77570877,23.18995036
785,785,4/28/2010,63.82058824,64.33235294,63.49,10.44853834,13.06067292,13.93138445,10.44853834,13.93138445
786,786,4/29/2010,82.35485714,91.74457143,76.31914286,13.95626192,14.80209598,13.95626192,16.49376409,21.1458514
787,787,4/30/2010,59.86318182,77.68863636,48.41,8.746693077,13.45645089,8.746693077,6.0554029,20.85749888
788,788,5/1/2010,78.34736842,83.66368421,74.93,9.348692196,14.80209598,17.13926903,12.46492293,22.59267281
789,789,5/2/2010,74.95392857,80.39142857,71.45714286,12.68751084,16.38803483,14.80209598,11.10157198,17.97397369
790,790,5/3/2010,76.35488372,83.84883721,71.53790698,10.67127849,18.24444388,13.08092203,11.01551329,21.34255699
791,791,5/4/2010,77.71807692,98.06615385,64.645,13.66347321,13.09416183,10.24760491,14.80209598,23.91107812
792,792,5/5/2010,76.01076923,76.23307692,75.865,11.38622767,16.51003013,14.23278459,14.23278459,17.6486529
793,793,5/6/2010,69.66571429,83.095,61.03857143,11.63021827,14.80209598,13.74480341,7.401047988,20.08855883
794,794,5/7/2010,72.11526316,83.66473684,64.69421053,9.348692196,13.24398061,11.68586524,13.24398061,22.59267281
795,795,5/8/2010,81.46315789,99.59789474,69.81210526,18.69738439,15.58115366,14.02303829,11.68586524,19.47644207
796,796,5/9/2010,61.207,58.766,62.775,5.920838391,16.28230557,13.32188638,7.401047988,16.28230557
797,797,5/10/2010,72.94758621,81.60344828,67.38551724,14.80209598,17.86459859,11.22917626,10.71875916,16.33334728
798,798,5/11/2010,74.07869565,76.0426087,72.81608696,10.94067964,16.73280415,11.58424903,14.80209598,18.01994293
799,799,5/12/2010,69.28136364,82.84954545,60.565,11.43798325,17.49338615,8.073870533,10.09233817,20.18467633
800,800,5/13/2010,85.2625,96.61,77.96875,14.80209598,14.80209598,16.65235797,14.80209598,22.20314397
801,801,5/14/2010,79.42692308,95.15538462,69.32,12.52485044,12.52485044,14.80209598,13.66347321,23.91107812
802,802,5/15/2010,66.14222222,69.27888889,64.12555556,13.15741865,16.44677331,11.51274132,9.868063985,13.15741865
803,803,5/16/2010,74.66454545,91.45090909,63.88,14.80209598,13.45645089,13.45645089,10.76516071,20.18467633
804,804,5/17/2010,67.44157895,73.70473684,63.41473684,8.569634513,13.24398061,12.46492293,11.68586524,19.47644207
805,805,5/18/2010,61.21,73.48222222,53.32111111,6.578709323,16.44677331,6.578709323,8.223386654,21.3808053
806,806,5/19/2010,60.4685,75.7955,50.62,10.36146718,14.80209598,8.141152787,6.66094319,18.50261997
807,807,5/20/2010,37.522,39.844,36.034,2.960419195,14.80209598,0,5.920838391,11.84167678
808,808,5/21/2010,61.21,68.2275,56.6975,11.10157198,18.50261997,7.401047988,7.401047988,14.80209598
809,809,5/22/2010,98.88636364,98.33272727,99.24,13.45645089,25.56725669,12.1108058,21.53032142,24.2216116
810,810,5/23/2010,80.94444444,90.30333333,74.93,9.868063985,18.09145064,9.868063985,16.44677331,24.67015996
811,811,5/24/2010,85.52642857,88.50142857,83.61214286,11.10157198,18.50261997,14.80209598,16.38803483,22.73179025
812,812,5/25/2010,62.55363636,67.36636364,59.46,8.073870533,16.14774107,10.76516071,8.073870533,17.49338615
813,813,5/26/2010,82.10529412,86.59411765,79.22,14.80209598,16.54351903,14.80209598,15.6728075,18.28494209
814,814,5/27/2010,74.57806452,82.57096774,69.44064516,13.36963508,16.23455688,11.45968721,13.36963508,18.14450475
815,815,5/28/2010,68.60875,80.054375,61.255625,4.625654993,15.72722698,9.251309985,11.10157198,25.90366796
816,816,5/29/2010,78.1247619,86.69809524,72.6147619,13.39237255,17.62154283,12.68751084,12.68751084,19.73612797
817,817,5/30/2010,78.47666667,71.38,83.03333333,8.634555986,18.50261997,12.33507998,18.50261997,18.50261997
818,818,6/1/2010,71.60864865,86.89351351,61.78945946,11.60164279,13.60192603,12.00169944,10.8015295,21.60305899
819,819,6/2/2010,72.52588235,91.04588235,60.63,13.93138445,16.54351903,9.577826809,9.577826809,20.89707667
820,820,6/3/2010,73.67315789,81.67105263,68.53263158,9.348692196,17.91832671,11.68586524,10.90680756,21.81361512
821,821,6/4/2010,82.35428571,88.50071429,78.40285714,14.80209598,21.1458514,13.74480341,11.63021827,19.03126626
822,822,6/5/2010,68.6075,89.515,55.178125,10.17644098,14.80209598,6.47591699,11.10157198,24.05340596
823,823,6/6/2010,64.91,77.68875,56.6975,11.10157198,14.80209598,9.251309985,9.251309985,18.50261997
824,824,6/7/2010,89.10538462,82.05538462,93.63,10.81691629,21.0645212,15.94071874,18.78727566,20.49520981
825,825,6/8/2010,83.05952381,99.3147619,72.6147619,16.91668112,18.32640454,11.98264912,12.68751084,21.1458514
826,826,6/9/2010,78.62294118,68.78352941,84.94,12.18996139,17.41423056,19.15565362,13.93138445,13.93138445
827,827,6/10/2010,86.3715,96.611,79.792,16.28230557,15.54220078,17.02241037,14.80209598,20.72293437
828,828,6/11/2010,78.12571429,83.09428571,74.93,8.458340558,14.80209598,16.91668112,12.68751084,23.26043653
829,829,6/12/2010,72.52941176,86.59352941,63.49,15.6728075,15.6728075,11.31924986,10.44853834,17.41423056
830,830,6/13/2010,77.65444444,77.68888889,77.63111111,11.51274132,21.3808053,11.51274132,13.15741865,18.09145064
831,831,6/14/2010,73.19142857,81.29238095,67.98428571,8.458340558,14.80209598,11.98264912,13.39237255,22.55557482
832,832,6/15/2010,71.65705882,86.59294118,62.06,15.6728075,15.6728075,10.44853834,10.44853834,17.41423056
833,833,6/16/2010,77.86,82.41875,74.93,11.10157198,16.65235797,12.02670298,15.72722698,20.35288197
834,834,6/17/2010,77.06714286,74.98571429,78.40285714,9.515633128,19.03126626,11.63021827,15.85938855,19.03126626
835,835,6/18/2010,89.16888889,111.33,74.93,21.3808053,19.73612797,13.15741865,11.51274132,21.3808053
836,836,6/19/2010,83.904,105.4413333,70.068,14.80209598,17.76251517,12.82848318,10.85487038,25.65696636
837,837,6/20/2010,66.49285714,74.98571429,61.03857143,9.515633128,15.85938855,13.74480341,6.343755419,19.03126626
838,838,6/21/2010,63.76,71.16275862,59.00275862,9.69792495,14.80209598,11.22917626,8.677090745,17.35418149
839,839,6/22/2010,85.17380952,99.3152381,76.08761905,12.68751084,19.03126626,14.09723426,11.98264912,25.37502167
840,840,6/23/2010,76.01,96.61083333,62.775,9.868063985,16.03560397,6.16753999,14.80209598,27.13717596
841,841,6/24/2010,73.26888889,95.91037037,58.72333333,12.60919287,16.99499908,7.675160877,9.868063985,24.12193418
842,842,6/25/2010,63.59580645,75.24612903,56.10935484,9.54973934,12.41466114,10.02722631,10.50471327,19.09947868
843,843,6/26/2010,64.02809524,77.68809524,55.25047619,12.68751084,12.68751084,9.868063985,9.868063985,16.91668112
844,844,6/27/2010,79.5347619,83.09428571,77.2452381,10.5729257,16.91668112,14.09723426,14.80209598,21.1458514
845,845,6/28/2010,65.85971429,82.01314286,55.482,12.68751084,13.95626192,7.189589474,11.41875975,18.60834923
846,846,6/29/2010,58.03607143,65.52392857,53.22464286,8.458340558,14.80209598,7.401047988,8.986986843,16.38803483
847,847,6/30/2010,62.61809524,70.48,57.56571429,14.80209598,16.91668112,8.458340558,8.458340558,11.98264912
848,848,7/1/2010,49.82230769,57.30923077,45.01,7.970359372,11.38622767,4.55449107,10.24760491,13.66347321
849,849,7/2/2010,82.84153846,98.06615385,73.06,14.80209598,17.07934151,13.66347321,12.52485044,22.77245535
850,850,7/3/2010,62.689,85.257,48.189,7.401047988,16.28230557,5.920838391,5.920838391,25.16356316
851,851,7/6/2010,80.94333333,81.89444444,80.33222222,11.51274132,21.3808053,11.51274132,14.80209598,19.73612797
852,852,7/7/2010,77.24416667,90.30333333,68.8525,9.868063985,16.03560397,12.33507998,12.33507998,24.67015996
853,853,7/8/2010,70.089,73.9035,67.637,11.84167678,17.76251517,10.36146718,11.84167678,16.28230557
854,854,7/9/2010,61.20875,82.41875,47.58125,7.401047988,11.10157198,5.550785991,11.10157198,24.05340596
855,855,7/10/2010,43.71363636,46.72454545,41.78,5.382580355,10.76516071,5.382580355,8.073870533,12.1108058
856,856,7/11/2010,64.90875,82.42,53.65875,9.251309985,12.95183398,9.251309985,9.251309985,22.20314397
857,857,7/12/2010,71.33526316,81.67210526,64.69421053,12.46492293,16.36021134,10.12774988,11.68586524,18.69738439
858,858,7/13/2010,69.43222222,79.79055556,62.775,13.97975731,15.62443464,10.69040265,10.69040265,16.44677331
859,859,7/14/2010,72.52588235,84.36705882,64.92,13.06067292,13.93138445,13.06067292,11.31924986,19.15565362
860,860,7/15/2010,62.265,61.46928571,62.775,8.458340558,16.91668112,10.5729257,9.515633128,14.80209598
861,861,7/16/2010,79.29888889,86.09777778,74.93,16.44677331,18.09145064,13.15741865,13.15741865,16.44677331
862,862,7/17/2010,95.74666667,128.15,74.93,19.73612797,14.80209598,9.868063985,19.73612797,29.60419195
863,863,7/18/2010,72.72222222,81.89333333,66.82666667,11.51274132,16.44677331,6.578709323,16.44677331,19.73612797
864,864,7/19/2010,53.80666667,49.30333333,56.6975,7.401047988,13.56858798,11.10157198,8.634555986,11.10157198
865,865,7/20/2010,57.17090909,46.72363636,63.88,8.073870533,17.49338615,6.728225444,13.45645089,9.419515622
866,866,7/21/2010,61.20833333,90.30333333,42.51666667,14.80209598,17.26911197,2.467015996,4.934031992,19.73612797
867,867,7/22/2010,67.26363636,77.68909091,60.565,7.401047988,16.82056361,9.419515622,9.419515622,22.20314397
868,868,7/23/2010,62.85222222,69.27888889,58.72333333,13.15741865,14.80209598,11.51274132,8.223386654,13.15741865
869,869,7/24/2010,85.87916667,87.15,85.05916667,11.10157198,18.50261997,14.80209598,17.26911197,22.20314397
870,870,7/25/2010,61.20882353,79.91529412,49.19,6.094980696,20.02636515,5.224269168,3.482846112,24.37992279
871,871,7/26/2010,67.78833333,83.99555556,57.37277778,9.868063985,16.44677331,6.578709323,10.69040265,22.20314397
872,872,7/27/2010,70.55578947,71.71315789,69.81210526,9.348692196,18.69738439,12.46492293,10.12774988,17.91832671
873,873,7/29/2010,55.11411765,55.42647059,54.91,10.44853834,16.54351903,10.44853834,5.224269168,10.44853834
874,874,7/30/2010,68.04,71.86538462,65.58,11.38622767,15.37140736,10.81691629,12.52485044,15.94071874
875,875,7/31/2010,55.51576923,63.13230769,50.62,7.970359372,11.95553906,6.262425221,11.38622767,15.94071874
876,876,8/1/2010,49.52210526,63.74578947,40.38421053,5.453403781,12.46492293,5.453403781,5.453403781,18.69738439
877,877,8/2/2010,72.505,86.65131579,63.41473684,12.85445177,16.74974018,8.959163354,11.68586524,20.25549976
878,878,8/3/2010,83.15655172,85.51827586,81.6362069,11.22917626,15.31251308,16.84376439,16.33334728,21.43751831
879,879,8/4/2010,65.29172414,82.90827586,53.97310345,10.20834205,13.27084467,8.166673642,10.20834205,21.43751831
880,880,8/5/2010,79.49294118,97.72352941,67.78,16.54351903,15.6728075,12.18996139,12.18996139,20.89707667
881,881,8/6/2010,79.90684211,89.63894737,73.65052632,13.24398061,16.36021134,11.68586524,15.58115366,21.03455744
882,882,8/7/2010,73.895,88.50142857,64.51142857,12.68751084,14.80209598,9.515633128,13.74480341,21.1458514
883,883,8/8/2010,74.03666667,87.78,65.206,14.80209598,11.84167678,11.84167678,14.80209598,18.74932157
884,884,8/9/2010,64.90833333,79.26541667,55.68458333,11.71832598,16.03560397,5.550785991,11.10157198,18.50261997
885,885,8/10/2010,58.74166667,69.27888889,51.97055556,13.15741865,18.09145064,6.578709323,5.756370658,13.15741865
886,886,8/11/2010,68.99947368,71.71157895,67.25315789,12.46492293,18.69738439,9.348692196,11.68586524,14.80209598
887,887,8/12/2010,73.89571429,85.79785714,66.24785714,11.63021827,15.85938855,9.515633128,13.74480341,21.1458514
888,888,8/13/2010,70.08866667,90.30266667,57.10266667,11.84167678,14.80209598,9.868063985,8.881257586,22.69654716
889,889,8/14/2010,68.60875,77.68875,62.775,11.10157198,16.65235797,7.401047988,12.95183398,18.50261997
890,890,8/15/2010,86.25692308,103.8892308,74.93,20.49520981,13.66347321,15.94071874,14.80209598,19.35658705
891,891,8/16/2010,83.98153846,95.15461538,76.8,15.94071874,19.35658705,14.80209598,11.38622767,20.49520981
892,892,8/17/2010,52.327,54.981,50.62,8.881257586,13.32188638,7.401047988,8.881257586,11.84167678
893,893,8/18/2010,71.77928571,69.57857143,73.19357143,13.74480341,20.08855883,11.63021827,11.63021827,12.68751084
894,894,8/19/2010,78.971,92.826,70.068,8.881257586,16.28230557,10.36146718,14.80209598,26.64377276
895,895,8/20/2010,63.82,68.78470588,60.63,9.577826809,15.6728075,8.70711528,11.31924986,16.54351903
896,896,8/21/2010,62.34538462,77.68846154,52.49,11.38622767,11.38622767,12.52485044,6.831736605,18.21796428
897,897,8/22/2010,65.648,77.689,57.913,13.32188638,17.02241037,11.10157198,5.920838391,16.28230557
898,898,8/23/2010,65.52541667,83.99666667,53.65875,12.33507998,15.41884998,6.784293989,9.251309985,19.73612797
899,899,8/24/2010,62.5953125,65.861875,60.4959375,9.713875485,16.18979247,11.10157198,8.326178987,15.26466148
900,900,8/26/2010,52.98444444,73.48333333,39.81555556,9.868063985,11.51274132,3.289354662,8.223386654,18.09145064
901,901,8/27/2010,60.222,81.473,46.56833333,10.85487038,14.30869278,5.427435191,7.401047988,20.22953117
902,902,8/28/2010,61.8,67.0912,58.3992,8.289173747,13.02584446,10.6575091,10.6575091,17.17043133
903,903,8/29/2010,45.48,56.400625,38.465,12.02670298,11.10157198,3.700523994,7.401047988,9.251309985
904,904,8/30/2010,72.52823529,87.70588235,62.775,11.75460563,14.36674021,10.01318257,12.62531716,21.7677882
905,905,8/31/2010,62.1334375,72.9575,55.178125,7.401047988,13.87696498,8.788744486,9.713875485,20.35288197
906,906,9/2/2010,70.25388889,94.50888889,54.67166667,14.80209598,13.15741865,9.045725319,9.868063985,21.3808053
907,907,9/1/2010,69.1375,87.14964286,57.56571429,15.33074226,14.27344969,8.458340558,11.10157198,17.97397369
908,908,9/3/2010,90.81142857,104.72,81.87571429,14.80209598,19.03126626,19.03126626,10.5729257,25.37502167
909,909,9/4/2010,67.78666667,77.68666667,61.42444444,16.44677331,19.73612797,6.578709323,9.868063985,13.15741865
910,910,9/5/2010,60.38611111,60.86888889,60.07388889,10.69040265,18.9137893,9.045725319,7.401047988,12.33507998
911,911,9/7/2010,61.948,68.228,57.913,8.141152787,17.76251517,8.881257586,7.401047988,17.76251517
912,912,9/8/2010,53.0665,68.2275,43.327,7.401047988,13.32188638,7.401047988,4.440628793,18.50261997
913,913,9/9/2010,62.85277778,62.97055556,62.775,11.51274132,16.44677331,5.756370658,14.80209598,12.33507998
914,914,9/10/2010,88.96,101.34125,81.0075,14.80209598,20.35288197,12.95183398,14.80209598,24.05340596
915,915,9/11/2010,71.78047619,101.1166667,52.9352381,16.2118194,14.09723426,8.458340558,8.458340558,22.55557482
916,916,9/12/2010,76.01,74.98571429,76.66642857,13.74480341,16.91668112,10.5729257,17.97397369,14.80209598
917,917,9/13/2010,80.94444444,92.405,73.57944444,12.33507998,18.09145064,12.33507998,13.15741865,23.02548263
918,918,9/14/2010,61.20888889,60.86777778,61.42444444,9.868063985,14.80209598,6.578709323,14.80209598,13.15741865
919,919,9/15/2010,63.48615385,66.04384615,61.84,10.24760491,17.07934151,10.24760491,9.10898214,14.80209598
920,920,9/16/2010,79.29888889,81.89333333,77.63111111,11.51274132,16.44677331,9.868063985,19.73612797,19.73612797
921,921,9/17/2010,72.31,96.61,56.6975,11.10157198,18.50261997,3.700523994,11.10157198,25.90366796
922,922,9/18/2010,65.648,92.825,48.189,11.84167678,16.28230557,2.960419195,8.881257586,23.68335356
923,923,9/19/2010,68.60916667,55.6125,76.95583333,8.634555986,19.73612797,12.33507998,13.56858798,12.33507998
924,924,9/20/2010,72.31125,91.88,59.73625,14.80209598,14.80209598,7.401047988,12.95183398,20.35288197
925,925,9/21/2010,64.49666667,107.1222222,37.11444444,19.73612797,9.868063985,9.868063985,1.644677331,21.3808053
926,926,9/22/2010,64.90916667,58.76583333,68.8525,9.868063985,14.80209598,13.56858798,12.33507998,12.33507998
927,927,9/23/2010,81.39272727,98.33,70.51,13.45645089,16.14774107,13.45645089,12.1108058,24.2216116
928,928,9/24/2010,79.3,102.9188889,64.12555556,14.80209598,18.09145064,9.868063985,9.868063985,24.67015996
929,929,9/25/2010,82.73909091,74.24909091,88.19,8.073870533,18.83903124,16.14774107,17.49338615,20.18467633
930,930,9/26/2010,80.12166667,88.2,74.93,14.80209598,19.73612797,11.51274132,13.15741865,18.9137893
931,931,9/27/2010,67.13,66.3345,67.637,9.621362385,17.76251517,10.36146718,11.84167678,15.54220078
932,932,9/29/2010,68.61,83.995,58.72333333,12.33507998,14.80209598,9.868063985,9.868063985,19.73612797
933,933,9/30/2010,55.45166667,60.86777778,51.97055556,7.401047988,13.15741865,8.223386654,9.045725319,15.62443464
934,934,10/1/2010,77.75176471,84.36647059,73.5,13.06067292,13.93138445,13.06067292,16.54351903,19.15565362
935,935,10/2/2010,61.20848485,66.22,57.98666667,10.31661235,12.55935416,9.419515622,12.1108058,14.80209598
936,936,10/3/2010,72.18967742,76.46806452,69.44064516,14.80209598,17.18953081,12.89214811,10.98220024,14.32460901
937,937,10/12/2010,66.142,54.98166667,73.30933333,7.401047988,15.78890238,11.84167678,15.78890238,13.32188638
938,938,10/4/2010,67.33275862,73.7737931,63.19413793,13.27084467,15.31251308,10.20834205,11.73959336,14.80209598
939,939,10/5/2010,73.04933333,75.16466667,71.68866667,11.34827358,16.77570877,12.33507998,13.32188638,17.26911197
940,940,10/6/2010,65.19230769,80.59961538,55.295,13.66347321,16.51003013,6.262425221,9.678293523,17.07934151
941,941,10/7/2010,80.94428571,90.30333333,74.93,13.39237255,17.62154283,11.98264912,14.80209598,21.1458514
942,942,10/13/2010,72.59538462,80.6,67.45,11.38622767,15.94071874,14.80209598,9.10898214,19.35658705
943,943,10/8/2010,64.62384615,77.68692308,56.23,11.38622767,14.80209598,7.970359372,10.24760491,18.21796428
944,944,10/9/2010,71.07555556,81.89222222,64.12555556,13.15741865,14.80209598,9.868063985,13.15741865,18.09145064
945,945,10/10/2010,63.18133333,82.734,50.62,14.80209598,14.80209598,8.881257586,5.920838391,16.77570877
946,946,10/11/2010,75.13941176,77.68764706,73.5,12.18996139,18.28494209,12.18996139,13.06067292,17.41423056
947,947,10/14/2010,53.23692308,66.04384615,45.01,11.38622767,13.66347321,4.55449107,7.970359372,13.66347321
948,948,10/15/2010,83.98153846,106.7984615,69.32,17.07934151,12.52485044,12.52485044,15.94071874,23.91107812
949,949,10/16/2010,87.52222222,111.3266667,72.22888889,16.44677331,18.09145064,14.80209598,9.868063985,26.31483729
950,950,10/17/2010,48.14705882,59.87941176,40.61,6.965692224,10.44853834,6.094980696,6.965692224,15.6728075
951,951,10/18/2010,47.63833333,52.45916667,44.5425,4.934031992,17.26911197,4.934031992,3.700523994,14.80209598
952,952,10/19/2010,69.91588235,84.36705882,60.63,12.18996139,17.41423056,9.577826809,8.70711528,20.02636515
953,953,10/20/2010,59.23333333,70.12,52.24066667,6.907644789,14.80209598,5.920838391,9.868063985,19.73612797
954,954,10/21/2010,48.87333333,52.45916667,46.56833333,6.16753999,14.80209598,6.16753999,6.16753999,13.56858798
955,955,10/22/2010,77.35727273,77.68909091,77.14,9.419515622,17.49338615,16.14774107,12.1108058,20.18467633
956,956,10/23/2010,77.29652174,94.1426087,66.47434783,14.80209598,18.01994293,13.5149572,7.722832684,21.23778988
957,957,10/24/2010,82.671,96.6105,73.7145,17.02241037,17.02241037,13.32188638,13.32188638,19.98282957
958,958,10/25/2010,72.15,92.4973913,59.07565217,14.15852659,18.66351232,7.722832684,8.366402074,21.23778988
959,959,10/26/2010,79.49235294,95.49764706,69.21,11.31924986,19.15565362,11.31924986,10.44853834,25.25063431
960,960,10/28/2010,72.17259259,74.88481481,70.42814815,10.96451554,14.2538702,13.15741865,14.2538702,17.54322486
961,961,10/29/2010,67.26318182,82.84954545,57.25,11.43798325,14.12927343,8.746693077,10.76516071,20.18467633
962,962,10/30/2010,67.37541667,68.2275,66.82666667,8.634555986,15.41884998,12.95183398,11.10157198,17.26911197
963,963,10/31/2010,74.159375,91.88,62.775,15.72722698,16.65235797,12.02670298,8.326178987,19.42775097
964,964,11/1/2010,64.08638889,81.89361111,52.64583333,10.69040265,12.74624931,9.456894652,8.634555986,20.55846663
965,965,11/2/2010,66.1425,83.99583333,54.67166667,12.33507998,14.80209598,11.71832598,5.550785991,19.73612797
966,966,11/3/2010,74.7775,96.61083333,60.74916667,13.56858798,16.03560397,10.48481798,9.251309985,23.43665196
967,967,11/4/2010,62.49434783,76.04304348,53.79086957,10.29711024,16.73280415,6.435693903,8.366402074,18.66351232
968,968,11/5/2010,47.886,39.844,53.051,7.401047988,17.76251517,7.401047988,5.920838391,7.401047988
969,969,11/6/2010,90.03210526,99.59842105,83.88631579,14.02303829,16.36021134,15.58115366,17.91832671,24.15078817
970,970,11/7/2010,79.18285714,85.79714286,74.93,15.85938855,15.85938855,10.5729257,17.97397369,16.91668112
971,971,11/8/2010,73.36714286,70.92964286,74.93,9.515633128,16.91668112,12.15886455,15.33074226,17.4453274
972,972,11/9/2010,58.9875,70.1195,51.8355,12.58178158,14.80209598,6.66094319,8.881257586,14.06199118
973,973,11/10/2010,87.852,87.15,88.3005,11.84167678,18.50261997,12.58178158,21.46303917,21.46303917
974,974,11/11/2010,47.887,100.396,14.155,16.28230557,7.401047988,0,0,22.20314397
975,975,11/12/2010,71.97272727,74.24727273,70.51,9.419515622,14.80209598,14.80209598,12.1108058,18.83903124
976,976,11/13/2010,83.84588235,97.72352941,74.93,16.54351903,13.93138445,14.80209598,15.6728075,20.89707667
977,977,11/14/2010,77.56736842,67.72842105,83.88631579,11.68586524,21.81361512,10.90680756,17.13926903,14.02303829
978,978,11/15/2010,71.50521739,95.78782609,55.90478261,14.15852659,12.87138781,8.366402074,11.58424903,22.52492866
979,979,11/16/2010,68.93130435,72.75217391,66.47434783,11.58424903,14.80209598,14.15852659,10.29711024,16.08923476
980,980,11/17/2010,74.66545455,81.12909091,70.51,10.76516071,16.14774107,8.073870533,17.49338615,20.18467633
981,981,11/18/2010,73.235,72.958125,73.410625,12.95183398,19.42775097,10.17644098,13.87696498,14.80209598
982,982,11/19/2010,68.609,77.688,62.775,8.881257586,13.32188638,11.84167678,11.84167678,20.72293437
983,983,11/20/2010,73.19,81.29380952,67.98428571,12.68751084,19.73612797,8.458340558,11.98264912,18.32640454
984,984,11/21/2010,89.94235294,102.1764706,82.08,13.06067292,19.15565362,13.93138445,15.6728075,26.12134584
985,985,11/22/2010,80.71954545,89.73045455,74.93,13.45645089,18.1662087,10.76516071,15.47491852,20.85749888
986,986,11/27/2010,78.65178571,95.25857143,67.98428571,12.15886455,17.4453274,10.5729257,12.15886455,24.3177291
987,987,11/28/2010,75.61027027,87.91702703,67.7027027,12.00169944,16.40232257,11.60164279,12.00169944,21.60305899
988,988,11/29/2010,79.0375,90.58931818,71.615,14.80209598,18.50261997,11.10157198,12.78362834,19.84826506
989,989,11/30/2010,73.45862069,90.73827586,62.35586207,12.76042757,15.82293018,13.27084467,7.65625654,21.94793541
990,990,12/1/2010,64.908125,72.9578125,59.73625,7.401047988,14.33953048,11.10157198,9.713875485,20.35288197
991,991,12/2/2010,62.10636364,71.95363636,55.77666667,7.62532217,13.45645089,8.970967259,10.31661235,19.73612797
992,992,12/3/2010,73.31909091,88.00954545,63.88,10.76516071,16.14774107,8.073870533,13.45645089,22.87596651
993,993,12/4/2010,72.3095,81.4725,66.4215,12.58178158,14.06199118,11.84167678,13.32188638,18.50261997
994,994,12/5/2010,71.274,83.7436,63.2612,10.6575091,16.57834749,11.84167678,8.881257586,21.31501821
995,995,12/6/2010,77.71807692,80.59846154,75.865,13.66347321,17.07934151,13.66347321,14.23278459,17.07934151
996,996,12/7/2010,75.27,87.15,67.637,13.32188638,15.54220078,11.10157198,13.32188638,19.98282957
997,997,12/8/2010,78.2295,89.042,71.2835,11.84167678,14.80209598,14.80209598,12.58178158,22.20314397
998,998,12/9/2010,62.55454545,77.68909091,52.83,13.45645089,17.49338615,10.76516071,2.691290178,16.14774107
999,999,12/10/2010,83.41142857,83.095,83.61214286,9.515633128,19.03126626,14.80209598,15.85938855,22.20314397
1000,1000,12/11/2010,88.53538462,112.6223077,73.06,19.35658705,19.35658705,12.52485044,11.38622767,23.91107812
1001,1001,12/12/2010,64.62461538,71.86615385,59.97,11.38622767,15.94071874,10.24760491,9.10898214,15.94071874
1002,1002,12/13/2010,87.64071429,93.90785714,83.61214286,15.85938855,19.03126626,15.85938855,14.80209598,20.08855883
1003,1003,12/14/2010,73.32,88.01,63.88,13.45645089,16.14774107,13.45645089,8.073870533,20.18467633
1004,1004,12/15/2010,95.36692308,98.06615385,93.63,12.52485044,17.07934151,17.07934151,21.63383258,25.04970088
1005,1005,12/16/2010,105.6141667,131.3016667,89.11083333,20.96963597,18.50261997,17.26911197,17.26911197,29.60419195
1006,1006,12/17/2010,85.87777778,94.50777778,80.33222222,9.868063985,16.44677331,14.80209598,16.44677331,26.31483729
1007,1007,12/18/2010,60.33705882,57.65352941,62.06,5.224269168,16.54351903,11.31924986,8.70711528,16.54351903
1008,1008,12/19/2010,70.52777778,77.68851852,65.9262963,11.51274132,15.35032175,12.60919287,10.96451554,18.09145064
1009,1009,12/20/2010,71.89888889,79.79111111,66.82666667,8.223386654,17.26911197,12.33507998,9.868063985,22.20314397
1010,1010,1/3/2011,66.59060606,76.54151515,60.19666667,9.868063985,13.00790253,10.76516071,11.66225744,19.28757961
1011,1011,1/4/2011,71.33605263,79.68026316,65.97368421,10.51727872,14.41256714,12.46492293,12.07539409,19.86597092
1012,1012,1/5/2011,80.2397619,92.10547619,72.6147619,14.44966512,16.2118194,13.39237255,13.39237255,20.79342054
1013,1013,1/6/2011,73.6978125,84.7828125,66.5734375,10.63900648,15.72722698,12.02670298,11.56413748,21.74057847
1014,1014,1/7/2011,67.00043478,71.10652174,64.36043478,9.653540854,17.37637354,11.58424903,9.009971464,17.37637354
1015,1015,1/8/2011,84.085,89.73045455,80.455,12.1108058,16.82056361,15.47491852,15.47491852,22.20314397
1016,1016,1/9/2011,67.8685,83.364,57.913,8.881257586,14.80209598,11.84167678,7.401047988,22.94324876
1017,1017,1/10/2011,73.73269231,71.86576923,74.93,11.38622767,16.51003013,15.37140736,12.52485044,15.94071874
1018,1018,1/11/2011,66.635,76.42666667,60.344,11.84167678,15.29549918,9.374660785,10.85487038,17.26911197
1019,1019,1/12/2011,64.79606061,63.92666667,65.35333333,10.76516071,16.14774107,12.55935416,9.868063985,13.45645089
1020,1020,1/23/2011,94.22692308,100.9784615,89.89,18.21796428,17.07934151,19.35658705,17.07934151,20.49520981
1021,1021,1/13/2011,64.169,77.6885,55.482,13.32188638,14.06199118,9.621362385,8.881257586,16.28230557
1022,1022,1/14/2011,78.78625,80.05375,77.96875,12.02670298,15.72722698,12.95183398,17.57748897,18.50261997
1023,1023,1/15/2011,77.65444444,86.09777778,72.22888889,14.80209598,16.44677331,13.15741865,13.15741865,18.09145064
